bigram,freq
"('sehen', 'ohne')",1
"('ohne', 'nur')",1
"('mal', 'seinen')",1
"('stuhl', 'zu')",1
"('zu', 'verrücken')",1
"('er', 'ein')",1
"('wenig', 'traurig')",1
"('traurig', 'war')",1
"('war', 'beim')",1
"('beim', 'gedanken')",1
"('gedanken', 'an')",1
"('an', 'seinen')",1
"('seinen', 'verlassenen')",1
"('verlassenen', 'planeten')",1
"('planeten', 'fasste')",1
"('fasste', 'er')",1
"('er', 'mut')",1
"('mut', 'und')",1
"('und', 'bat')",1
"('bat', 'den')",1
"('den', 'könig')",1
"('könig', 'um')",1
"('um', 'einen')",1
"('einen', 'gefallen')",1
"('gefallen', 'ich')",1
"('so', 'gerne')",1
"('gerne', 'einen')",1
"('sonnenuntergang', 'sehen')",1
"('sehen', 'macht')",1
"('macht', 'mir')",1
"('die', 'freude')",1
"('freude', 'befehlt')",1
"('befehlt', 'der')",1
"('sonne', 'unterzugehen')",1
"('unterzugehen', 'wenn')",1
"('ich', 'einem')",1
"('einem', 'general')",1
"('würde', 'wie')",1
"('ein', 'schmetterling')",1
"('schmetterling', 'von')",1
"('blume', 'zur')",1
"('zur', 'nächsten')",1
"('nächsten', 'zu')",1
"('zu', 'fliegen')",1
"('fliegen', 'oder')",1
"('eine', 'tragödie')",1
"('tragödie', 'zu')",1
"('zu', 'verfassen')",1
"('verfassen', 'oder')",1
"('oder', 'sich')",1
"('meeresvogel', 'zu')",1
"('zu', 'verwandeln')",1
"('verwandeln', 'und')",1
"('den', 'erhaltenen')",1
"('erhaltenen', 'befehl')",1
"('befehl', 'nicht')",1
"('nicht', 'ausführen')",1
"('ausführen', 'würde')",1
"('würde', 'wer')",1
"('wer', 'von')",1
"('von', 'uns')",1
"('uns', 'beiden')",1
"('beiden', 'wäre')",1
"('wäre', 'dann')",1
"('dann', 'im')",1
"('im', 'unrecht')",1
"('unrecht', 'er')",1
"('er', 'oder')",1
"('oder', 'ich')",1
"('ich', 'ihr')",1
"('ihr', 'wäret')",1
"('wäret', 'es')",1
"('es', 'antwortete')",1
"('prinz', 'voller')",1
"('voller', 'überzeugung')",1
"('überzeugung', 'genau')",1
"('genau', 'man')",1
"('muss', 'von')",1
"('von', 'jedem')",1
"('jedem', 'das')",1
"('das', 'verlangen')",1
"('verlangen', 'was')",1
"('er', 'geben')",1
"('geben', 'kann')",1
"('kann', 'erwiderte')",1
"('könig', 'autorität')",1
"('autorität', 'erlangt')",1
"('erlangt', 'man')",1
"('man', 'zuallererst')",1
"('zuallererst', 'durch')",1
"('durch', 'vernunft')",1
"('vernunft', 'befiehlst')",1
"('befiehlst', 'du')",1
"('du', 'einem')",1
"('einem', 'volk')",1
"('volk', 'sich')",1
"('ins', 'meer')",1
"('meer', 'zu')",1
"('zu', 'schmeißen')",1
"('schmeißen', 'so')",1
"('so', 'wird')",1
"('es', 'eine')",1
"('eine', 'revolution')",1
"('revolution', 'anzetteln')",1
"('anzetteln', 'ich')",1
"('habe', 'das')",1
"('das', 'recht')",1
"('recht', 'gehorsam')",1
"('gehorsam', 'zu')",1
"('zu', 'verlangen')",1
"('verlangen', 'weil')",1
"('weil', 'meine')",1
"('meine', 'befehle')",1
"('befehle', 'vernünftig')",1
"('vernünftig', 'sind')",1
"('wie', 'steht')",1
"('steht', 'es')",1
"('es', 'also')",1
"('also', 'um')",1
"('meinen', 'sonnenuntergang')",1
"('sonnenuntergang', 'fragte')",1
"('fragte', 'nochmals')",1
"('nochmals', 'der')",1
"('hatte', 'du')",1
"('du', 'bekommst')",1
"('bekommst', 'deinen')",1
"('deinen', 'sonnenuntergang')",1
"('sonnenuntergang', 'ich')",1
"('werde', 'ihn')",1
"('ihn', 'anordnen')",1
"('anordnen', 'aber')",1
"('ich', 'zu')",1
"('zu', 'regieren')",1
"('regieren', 'verstehe')",1
"('verstehe', 'werde')",1
"('ich', 'abwarten')",1
"('abwarten', 'bis')",1
"('bis', 'die')",1
"('umstände', 'günstig')",1
"('günstig', 'sind')",1
"('sind', 'wann')",1
"('wann', 'wird')",1
"('sein', 'wollte')",1
"('wollte', 'der')",1
"('prinz', 'wissen')",1
"('wissen', 'hm')",1
"('hm', 'antworte')",1
"('antworte', 'der')",1
"('schaute', 'zunächst')",1
"('zunächst', 'in')",1
"('einen', 'dicken')",1
"('dicken', 'kalender')",1
"('kalender', 'hm')",1
"('hm', 'das')",1
"('wird', 'um')",1
"('um', 'um')",1
"('wird', 'heute')",1
"('abend', 'um')",1
"('um', 'sieben')",1
"('sieben', 'uhr')",1
"('uhr', 'vierzig')",1
"('vierzig', 'sein')",1
"('mir', 'gehorcht')",1
"('gehorcht', 'der')",1
"('prinz', 'gähnte')",1
"('gähnte', 'er')",1
"('er', 'bedauerte')",1
"('bedauerte', 'dass')",1
"('dass', 'ihm')",1
"('der', 'sonnenuntergang')",1
"('sonnenuntergang', 'vorenthalten')",1
"('vorenthalten', 'blieb')",1
"('blieb', 'und')",1
"('dann', 'langweilte')",1
"('langweilte', 'er')",1
"('sich', 'schon')",1
"('bisschen', 'ich')",1
"('habe', 'hier')",1
"('hier', 'nichts')",1
"('er', 'zum')",1
"('zum', 'könig')",1
"('werde', 'wieder')",1
"('wieder', 'aufbrechen')",1
"('aufbrechen', 'geh')",1
"('fort', 'antwortete')",1
"('der', 'so')",1
"('darauf', 'war')",1
"('war', 'einen')",1
"('einen', 'untertan')",1
"('untertan', 'zu')",1
"('haben', 'geh')",1
"('fort', 'ich')",1
"('dich', 'zum')",1
"('zum', 'minister')",1
"('minister', 'zu')",1
"('zu', 'was')",1
"('für', 'einem')",1
"('einem', 'minister')",1
"('minister', 'zum')",1
"('zum', 'zum')",1
"('zum', 'justizminister')",1
"('justizminister', 'aber')",1
"('gibt', 'doch')",1
"('doch', 'niemanden')",1
"('niemanden', 'den')",1
"('man', 'verurteilen')",1
"('verurteilen', 'könnte')",1
"('könnte', 'das')",1
"('weiß', 'man')",1
"('man', 'doch')",1
"('an', 'jedem')",1
"('jedem', 'ort')",1
"('ort', 'meines')",1
"('meines', 'königreiches')",1
"('königreiches', 'ich')",1
"('sehr', 'alt')",1
"('alt', 'und')",1
"('es', 'fehlt')",1
"('fehlt', 'der')",1
"('der', 'platz')",1
"('ein', 'gefährt')",1
"('gefährt', 'und')",1
"('das', 'laufen')",1
"('laufen', 'ermüdet')",1
"('ermüdet', 'mich')",1
"('mich', 'oh')",1
"('schon', 'gesehen')",1
"('gesehen', 'sagte')",1
"('und', 'neigte')",1
"('neigte', 'seinen')",1
"('seinen', 'kopf')",1
"('kopf', 'um')",1
"('um', 'nochmals')",1
"('nochmals', 'auf')",1
"('andere', 'seite')",1
"('seite', 'des')",1
"('planeten', 'zu')",1
"('schauen', 'dort')",1
"('auch', 'niemand')",1
"('niemand', 'so')",1
"('du', 'über')",1
"('selbst', 'urteil')",1
"('urteil', 'sprechen')",1
"('könig', 'das')",1
"('ist', 'am')",1
"('am', 'schwierigsten')",1
"('schwierigsten', 'viel')",1
"('viel', 'schwieriger')",1
"('schwieriger', 'als')",1
"('als', 'über')",1
"('über', 'andere')",1
"('andere', 'zu')",1
"('zu', 'urteilen')",1
"('urteilen', 'wenn')",1
"('es', 'schaffst')",1
"('schaffst', 'über')",1
"('selbst', 'ein')",1
"('urteil', 'zu')",1
"('zu', 'fällen')",1
"('fällen', 'dann')",1
"('dann', 'bist')",1
"('ein', 'wirklich')",1
"('wirklich', 'weiser')",1
"('weiser', 'mensch')",1
"('mensch', 'ich')",1
"('kann', 'überall')",1
"('überall', 'über')",1
"('über', 'mich')",1
"('mich', 'selbst')",1
"('selbst', 'urteilen')",1
"('urteilen', 'dazu')",1
"('dazu', 'muss')",1
"('nicht', 'hier')",1
"('hier', 'wohnen')",1
"('wohnen', 'hm')",1
"('hm', 'sagte')",1
"('den', 'eindruck')",1
"('eindruck', 'auf')",1
"('meinem', 'planten')",1
"('planten', 'gibt')",1
"('es', 'irgendwo')",1
"('irgendwo', 'eine')",1
"('ratte', 'des')",1
"('des', 'nachts')",1
"('nachts', 'höre')",1
"('höre', 'ich')",1
"('sie', 'über')",1
"('diese', 'alte')",1
"('ratte', 'könntest')",1
"('könntest', 'du')",1
"('urteil', 'fällen')",1
"('fällen', 'von')",1
"('von', 'zeit')",1
"('zu', 'zeit')",1
"('zeit', 'verurteilst')",1
"('verurteilst', 'du')",1
"('sie', 'zum')",1
"('zum', 'tode')",1
"('tode', 'ihr')",1
"('ihr', 'leben')",1
"('leben', 'wird')",1
"('wird', 'von')",1
"('von', 'deinem')",1
"('deinem', 'urteil')",1
"('urteil', 'abhängen')",1
"('abhängen', 'aber')",1
"('aber', 'jedes')",1
"('jedes', 'mal')",1
"('mal', 'wirst')",1
"('sie', 'begnadigen')",1
"('begnadigen', 'denn')",1
"('denn', 'sie')",1
"('sie', 'muss')",1
"('muss', 'ja')",1
"('ja', 'aufgespart')",1
"('aufgespart', 'werden')",1
"('werden', 'es')",1
"('gibt', 'schließlich')",1
"('schließlich', 'nur')",1
"('eine', 'ich')",1
"('mag', 'kein')",1
"('kein', 'todesurteil')",1
"('todesurteil', 'sprechen')",1
"('werde', 'jetzt')",1
"('jetzt', 'lieber')",1
"('lieber', 'gehen')",1
"('gehen', 'nein')",1
"('könig', 'zwar')",1
"('zwar', 'hatte')",1
"('prinz', 'schon')",1
"('schon', 'alle')",1
"('alle', 'vorkehrungen')",1
"('vorkehrungen', 'getroffen')",1
"('getroffen', 'aber')",1
"('wollte', 'den')",1
"('den', 'alten')",1
"('alten', 'monarchen')",1
"('monarchen', 'nicht')",1
"('nicht', 'traurig')",1
"('traurig', 'machen')",1
"('machen', 'wenn')",1
"('wenn', 'eure')",1
"('eure', 'majestät')",1
"('majestät', 'sich')",1
"('sich', 'wünscht')",1
"('wünscht', 'man')",1
"('man', 'möge')",1
"('möge', 'zur')",1
"('zur', 'rechten')",1
"('rechten', 'zeit')",1
"('zeit', 'gehorchen')",1
"('gehorchen', 'so')",1
"('so', 'könnten')",1
"('könnten', 'sie')",1
"('mir', 'einen')",1
"('einen', 'vernünftigen')",1
"('vernünftigen', 'befehl')",1
"('geben', 'sie')",1
"('sie', 'könnte')",1
"('könnte', 'zum')",1
"('beispiel', 'befehlen')",1
"('befehlen', 'ich')",1
"('ich', 'solle')",1
"('solle', 'innerhalb')",1
"('innerhalb', 'von')",1
"('minute', 'verschwinden')",1
"('verschwinden', 'mir')",1
"('mir', 'scheint')",1
"('scheint', 'die')",1
"('umstände', 'sind')",1
"('sind', 'günstig')",1
"('günstig', 'weil')",1
"('könig', 'nichts')",1
"('nichts', 'erwiderte')",1
"('erwiderte', 'zögerte')",1
"('zögerte', 'der')",1
"('prinz', 'zunächst')",1
"('zunächst', 'aber')",1
"('dann', 'brach')",1
"('brach', 'er')",1
"('er', 'seufzend')",1
"('seufzend', 'auf')",1
"('auf', 'ich')",1
"('zu', 'meinem')",1
"('meinem', 'botschafter')",1
"('botschafter', 'rief')",1
"('rief', 'der')",1
"('könig', 'ihm')",1
"('ihm', 'eilig')",1
"('eilig', 'hinterher')",1
"('hinterher', 'er')",1
"('legte', 'große')",1
"('große', 'autorität')",1
"('autorität', 'an')",1
"('den', 'tag')",1
"('tag', 'die')",1
"('wirklich', 'sonderbar')",1
"('sonderbar', 'sagte')",1
"('der', 'zweite')",1
"('zweite', 'planet')",1
"('planet', 'wurde')",1
"('wurde', 'von')",1
"('einem', 'eitlen')",1
"('eitlen', 'bewohnt')",1
"('bewohnt', 'ah')",1
"('ah', 'ah')",1
"('ah', 'besuch')",1
"('besuch', 'eines')",1
"('eines', 'verehrers')",1
"('verehrers', 'freute')",1
"('freute', 'sich')",1
"('eitle', 'als')",1
"('sah', 'denn')",1
"('denn', 'für')",1
"('für', 'eitle')",1
"('sind', 'alle')",1
"('alle', 'anderen')",1
"('anderen', 'verehrer')",1
"('verehrer', 'guten')",1
"('haben', 'einen')",1
"('merkwürdigen', 'hut')",1
"('hut', 'der')",1
"('der', 'ist')",1
"('ist', 'zum')",1
"('zum', 'grüßen')",1
"('grüßen', 'sagte')",1
"('eitle', 'damit')",1
"('ich', 'zurück')",1
"('zurück', 'grüßen')",1
"('grüßen', 'kann')",1
"('jemand', 'mich')",1
"('mich', 'anhimmelt')",1
"('anhimmelt', 'nur')",1
"('nur', 'leider')",1
"('leider', 'kommt')",1
"('kommt', 'hier')",1
"('hier', 'nie')",1
"('nie', 'jemand')",1
"('jemand', 'vorbei')",1
"('vorbei', 'ach')",1
"('ach', 'so')",1
"('prinz', 'ohne')",1
"('ohne', 'recht')",1
"('recht', 'zu')",1
"('verstehen', 'schlag')",1
"('schlag', 'mal')",1
"('mal', 'mit')",1
"('einen', 'hand')",1
"('hand', 'auf')",1
"('andere', 'riet')",1
"('riet', 'ihm')",1
"('prinz', 'schlug')",1
"('schlug', 'mit')",1
"('einen', 'auf')",1
"('andere', 'hand')",1
"('hand', 'der')",1
"('eitle', 'grüßte')",1
"('grüßte', 'in')",1
"('in', 'aller')",1
"('aller', 'bescheidenheit')",1
"('bescheidenheit', 'indem')",1
"('indem', 'er')",1
"('den', 'hut')",1
"('hut', 'zog')",1
"('zog', 'das')",1
"('ist', 'immerhin')",1
"('immerhin', 'witziger')",1
"('witziger', 'als')",1
"('der', 'besuch')",1
"('besuch', 'beim')",1
"('beim', 'könig')",1
"('könig', 'sagte')",1
"('zu', 'sich')",1
"('selbst', 'wieder')",1
"('wieder', 'schlug')",1
"('schlug', 'er')",1
"('die', 'hände')",1
"('hände', 'zusammen')",1
"('zusammen', 'wieder')",1
"('wieder', 'zog')",1
"('zog', 'der')",1
"('eitle', 'zum')",1
"('zum', 'gruß')",1
"('gruß', 'seinen')",1
"('seinen', 'hut')",1
"('hut', 'nach')",1
"('nach', 'fünf')",1
"('fünf', 'minuten')",1
"('minuten', 'ödete')",1
"('ödete', 'die')",1
"('die', 'eintönigkeit')",1
"('eintönigkeit', 'des')",1
"('des', 'spiels')",1
"('spiels', 'den')",1
"('prinzen', 'an')",1
"('man', 'tun')",1
"('tun', 'damit')",1
"('damit', 'der')",1
"('der', 'hut')",1
"('hut', 'runterfällt')",1
"('runterfällt', 'doch')",1
"('eitle', 'hörte')",1
"('nicht', 'eitle')",1
"('menschen', 'hören')",1
"('hören', 'nur')",1
"('nur', 'wenn')",1
"('sie', 'gelobt')",1
"('gelobt', 'werden')",1
"('werden', 'verehrst')",1
"('verehrst', 'du')",1
"('mich', 'wirklich')",1
"('wirklich', 'fragte')",1
"('prinzen', 'was')",1
"('bedeutet', 'verehren')",1
"('verehren', 'verehren')",1
"('verehren', 'bedeutet')",1
"('bedeutet', 'zuzugeben')",1
"('zuzugeben', 'dass')",1
"('der', 'schönste')",1
"('schönste', 'am')",1
"('am', 'besten')",1
"('besten', 'gekleidete')",1
"('gekleidete', 'reichste')",1
"('reichste', 'und')",1
"('und', 'intelligenteste')",1
"('intelligenteste', 'mensch')",1
"('mensch', 'auf')",1
"('bin', 'aber')",1
"('bist', 'ganz')",1
"('allein', 'auf')",1
"('planeten', 'tue')",1
"('tue', 'mir')",1
"('mir', 'den')",1
"('den', 'gefallen')",1
"('gefallen', 'verehre')",1
"('verehre', 'mich')",1
"('mich', 'trotzdem')",1
"('trotzdem', 'ich')",1
"('ich', 'verehre')",1
"('verehre', 'dich')",1
"('und', 'zuckte')",1
"('zuckte', 'dabei')",1
"('dabei', 'mit')",1
"('schultern', 'aber')",1
"('warum', 'interessiert')",1
"('interessiert', 'dich')",1
"('dich', 'das')",1
"('das', 'bloß')",1
"('bloß', 'und')",1
"('brach', 'wieder')",1
"('wirklich', 'ungewöhnlich')",1
"('ungewöhnlich', 'sagte')",1
"('reise', 'auf')",1
"('dem', 'nächsten')",1
"('nächsten', 'planeten')",1
"('planeten', 'wohnte')",1
"('ein', 'säufer')",1
"('säufer', 'es')",1
"('ein', 'sehr')",1
"('sehr', 'kurzer')",1
"('kurzer', 'besuch')",1
"('besuch', 'doch')",1
"('doch', 'tauchte')",1
"('tauchte', 'er')",1
"('prinzen', 'in')",1
"('große', 'traurigkeit')",1
"('traurigkeit', 'was')",1
"('du', 'da')",1
"('den', 'säufer')",1
"('säufer', 'der')",1
"('der', 'schweigend')",1
"('schweigend', 'vor')",1
"('vor', 'einer')",1
"('einer', 'ansammlung')",1
"('ansammlung', 'leerer')",1
"('leerer', 'und')",1
"('und', 'voller')",1
"('voller', 'flaschen')",1
"('flaschen', 'saß')",1
"('saß', 'ich')",1
"('ich', 'saufe')",1
"('saufe', 'antwortete')",1
"('antwortete', 'finster')",1
"('finster', 'der')",1
"('säufer', 'warum')",1
"('warum', 'säufst')",1
"('säufst', 'du')",1
"('du', 'fragte')",1
"('säufer', 'um')",1
"('um', 'was')",1
"('was', 'zu')",1
"('vergessen', 'erkundigte')",1
"('erkundigte', 'sich')",1
"('und', 'bedauerte')",1
"('bedauerte', 'ihn')",1
"('ihn', 'schon')",1
"('schon', 'um')",1
"('vergessen', 'dass')",1
"('mich', 'schäme')",1
"('schäme', 'gab')",1
"('und', 'senkte')",1
"('senkte', 'den')",1
"('kopf', 'für')",1
"('für', 'was')",1
"('was', 'schämst')",1
"('schämst', 'du')",1
"('dich', 'fragte')",1
"('der', 'den')",1
"('den', 'wunsch')",1
"('wunsch', 'hatte')",1
"('zu', 'helfen')",1
"('helfen', 'fürs')",1
"('fürs', 'saufen')",1
"('saufen', 'gab')",1
"('und', 'vergrub')",1
"('vergrub', 'sich')",1
"('sich', 'endgültig')",1
"('endgültig', 'in')",1
"('in', 'schweigen')",1
"('schweigen', 'und')",1
"('ganz', 'perplex')",1
"('perplex', 'machte')",1
"('prinz', 'wieder')",1
"('wirklich', 'wunderlich')",1
"('wunderlich', 'sagte')",1
"('der', 'vierte')",1
"('vierte', 'planet')",1
"('planet', 'gehörte')",1
"('gehörte', 'einem')",1
"('einem', 'geschäftsmann')",1
"('geschäftsmann', 'der')",1
"('der', 'mann')",1
"('mann', 'war')",1
"('so', 'beschäftigt')",1
"('beschäftigt', 'dass')",1
"('der', 'ankunft')",1
"('ankunft', 'des')",1
"('prinzen', 'nicht')",1
"('einmal', 'den')",1
"('kopf', 'hob')",1
"('hob', 'guten')",1
"('sagte', 'dieser')",1
"('dieser', 'zu')",1
"('ihm', 'ihre')",1
"('ihre', 'zigarette')",1
"('zigarette', 'ist')",1
"('ist', 'ausgegangen')",1
"('ausgegangen', 'drei')",1
"('drei', 'und')",1
"('und', 'zwei')",1
"('zwei', 'macht')",1
"('macht', 'fünf')",1
"('fünf', 'fünf')",1
"('fünf', 'und')",1
"('sieben', 'zwölf')",1
"('zwölf', 'zwölf')",1
"('zwölf', 'und')",1
"('und', 'drei')",1
"('drei', 'ist')",1
"('ist', 'fünfzehn')",1
"('fünfzehn', 'fünfzehn')",1
"('fünfzehn', 'und')",1
"('sieben', 'ist')",1
"('ist', 'zweiundzwanzig')",1
"('zweiundzwanzig', 'keine')",1
"('zeit', 'um')",1
"('wieder', 'anzuzünden')",1
"('anzuzünden', 'uff')",1
"('uff', 'das')",1
"('macht', 'also')",1
"('also', 'fünfhunderteine')",1
"('million', 'sechshunderzweiundzwanzigtausendsiebenhunderteinunddreißig')",1
"('sechshunderzweiundzwanzigtausendsiebenhunderteinunddreißig', 'fünfhundert')",1
"('wovon', 'wie')",1
"('bist', 'noch')",1
"('noch', 'hier')",1
"('hier', 'fünfhunderteine')",1
"('fünfhunderteine', 'millionen')",1
"('millionen', 'von')",1
"('von', 'ich')",1
"('mehr', 'ich')",1
"('habe', 'so')",1
"('viel', 'arbeit')",1
"('arbeit', 'ich')",1
"('sache', 'für')",1
"('für', 'quatsch')",1
"('quatsch', 'hab')",1
"('zeit', 'zwei')",1
"('zwei', 'und')",1
"('und', 'fünf')",1
"('fünf', 'ist')",1
"('ist', 'sieben')",1
"('sieben', 'fünfhundert')",1
"('wovon', 'wiederholte')",1
"('geschäftsmann', 'hob')",1
"('kopf', 'in')",1
"('den', 'vierundfünfzig')",1
"('vierundfünfzig', 'jahren')",1
"('jahren', 'seit')",1
"('seit', 'ich')",1
"('planeten', 'lebe')",1
"('lebe', 'wurde')",1
"('wurde', 'ich')",1
"('nur', 'drei')",1
"('mal', 'gestört')",1
"('gestört', 'das')",1
"('mal', 'vor')",1
"('vor', 'zweiundzwanzig')",1
"('zweiundzwanzig', 'jahren')",1
"('jahren', 'als')",1
"('ein', 'maikäfer')",1
"('maikäfer', 'von')",1
"('von', 'weiß')",1
"('weiß', 'gott')",1
"('gott', 'wo')",1
"('wo', 'herabgefallen')",1
"('herabgefallen', 'ist')",1
"('einen', 'furchtbaren')",1
"('furchtbaren', 'lärm')",1
"('lärm', 'und')",1
"('habe', 'mich')",1
"('mich', 'beim')",1
"('beim', 'addieren')",1
"('addieren', 'gleich')",1
"('gleich', 'viermal')",1
"('viermal', 'verrechnet')",1
"('verrechnet', 'das')",1
"('das', 'zweite')",1
"('zweite', 'mal')",1
"('mal', 'war')",1
"('vor', 'elf')",1
"('elf', 'jahren')",1
"('jahren', 'bei')",1
"('bei', 'plötzlichen')",1
"('plötzlichen', 'gelenkschmerzen')",1
"('gelenkschmerzen', 'ich')",1
"('mache', 'zu')",1
"('zu', 'wenig')",1
"('wenig', 'sport')",1
"('sport', 'ich')",1
"('zu', 'vertrödeln')",1
"('vertrödeln', 'ich')",1
"('sache', 'das')",1
"('das', 'dritte')",1
"('dritte', 'mal')",1
"('mal', 'ah')",1
"('da', 'haben')",1
"('haben', 'wirs')",1
"('wirs', 'ich')",1
"('war', 'bei')",1
"('bei', 'fünfhunderteiner')",1
"('fünfhunderteiner', 'million')",1
"('million', 'millionen')",1
"('wovon', 'der')",1
"('geschäftsmann', 'verstand')",1
"('nicht', 'darauf')",1
"('darauf', 'hoffen')",1
"('hoffen', 'konnte')",1
"('konnte', 'in')",1
"('ruhe', 'gelassen')",1
"('gelassen', 'zu')",1
"('zu', 'werden')",1
"('werden', 'millionen')",1
"('millionen', 'dieser')",1
"('dieser', 'kleinen')",1
"('kleinen', 'dinger')",1
"('man', 'manchmal')",1
"('manchmal', 'am')",1
"('am', 'himmel')",1
"('himmel', 'sieht')",1
"('sieht', 'fliegen')",1
"('fliegen', 'aber')",1
"('nein', 'diese')",1
"('diese', 'kleinen')",1
"('kleinen', 'leuchtenden')",1
"('leuchtenden', 'dinger')",1
"('dinger', 'bienen')",1
"('bienen', 'aber')",1
"('nein', 'kleine')",1
"('kleine', 'goldene')",1
"('goldene', 'dinger')",1
"('die', 'faulpelze')",1
"('faulpelze', 'zum')",1
"('träumen', 'bringen')",1
"('bringen', 'aber')",1
"('träumen', 'ah')",1
"('ah', 'die')",1
"('ja', 'genau')",1
"('es', 'die')",1
"('sterne', 'und')",1
"('mit', 'fünfhundert')",1
"('sternen', 'fünfhunderteine')",1
"('million', 'sechshundertzweiundzwanzigtausendsiebenhunderteinunddreißig')",1
"('sechshundertzweiundzwanzigtausendsiebenhunderteinunddreißig', 'ich')",1
"('bin', 'exakt')",1
"('exakt', 'und')",1
"('mit', 'diesen')",1
"('diesen', 'sternen')",1
"('sternen', 'was')",1
"('ich', 'damit')",1
"('damit', 'mache')",1
"('mache', 'ja')",1
"('ja', 'nichts')",1
"('besitze', 'sie')",1
"('sie', 'du')",1
"('du', 'besitzt')",1
"('besitzt', 'die')",1
"('ja', 'aber')",1
"('habe', 'schon')",1
"('einen', 'könig')",1
"('könig', 'getroffen')",1
"('getroffen', 'der')",1
"('der', 'könige')",1
"('könige', 'besitzen')",1
"('besitzen', 'nichts')",1
"('nichts', 'sie')",1
"('sie', 'regieren')",1
"('regieren', 'über')",1
"('ist', 'etwas')",1
"('etwas', 'ganz')",1
"('ganz', 'anderes')",1
"('dir', 'sterne')",1
"('sterne', 'zu')",1
"('besitzen', 'dadurch')",1
"('dadurch', 'bin')",1
"('ich', 'reich')",1
"('reich', 'und')",1
"('dir', 'reich')",1
"('reich', 'zu')",1
"('so', 'kann')",1
"('ich', 'andere')",1
"('andere', 'sterne')",1
"('sterne', 'kaufen')",1
"('kaufen', 'wen')",1
"('wen', 'jemand')",1
"('jemand', 'welche')",1
"('welche', 'findet')",1
"('findet', 'dieser')",1
"('dieser', 'typ')",1
"('typ', 'sagte')",1
"('er', 'denkt')",1
"('denkt', 'ein')",1
"('mein', 'säufer')",1
"('säufer', 'dennoch')",1
"('dennoch', 'stellte')",1
"('stellte', 'er')",1
"('er', 'weitere')",1
"('weitere', 'fragen')",1
"('fragen', 'wie')",1
"('wie', 'kann')",1
"('man', 'denn')",1
"('denn', 'sterne')",1
"('sterne', 'besitzen')",1
"('besitzen', 'wem')",1
"('wem', 'gehören')",1
"('sie', 'denn')",1
"('denn', 'gab')",1
"('geschäftsmann', 'mürrisch')",1
"('mürrisch', 'zurück')",1
"('zurück', 'ich')",1
"('nicht', 'niemandem')",1
"('niemandem', 'na')",1
"('na', 'dann')",1
"('dann', 'gehören')",1
"('mir', 'denn')",1
"('habe', 'als')",1
"('erster', 'daran')",1
"('daran', 'gedacht')",1
"('gedacht', 'das')",1
"('reicht', 'aus')",1
"('aus', 'sicher')",1
"('sicher', 'wenn')",1
"('einen', 'diamanten')",1
"('diamanten', 'findest')",1
"('findest', 'der')",1
"('der', 'niemandem')",1
"('gehört', 'er')",1
"('er', 'dir')",1
"('eine', 'insel')",1
"('insel', 'findest')",1
"('findest', 'die')",1
"('die', 'niemandem')",1
"('gehört', 'sie')",1
"('sie', 'dir')",1
"('du', 'als')",1
"('erster', 'eine')",1
"('idee', 'hast')",1
"('hast', 'lässt')",1
"('lässt', 'du')",1
"('sie', 'patentieren')",1
"('patentieren', 'sie')",1
"('sie', 'gehört')",1
"('gehört', 'dir')",1
"('dir', 'und')",1
"('mir', 'gehören')",1
"('gehören', 'die')",1
"('sterne', 'denn')",1
"('denn', 'niemand')",1
"('niemand', 'vor')",1
"('mir', 'hat')",1
"('sich', 'darum')",1
"('darum', 'geschert')",1
"('geschert', 'sie')",1
"('besitzen', 'das')",1
"('mit', 'ihnen')",1
"('ihnen', 'ich')",1
"('ich', 'verwalte')",1
"('verwalte', 'sie')",1
"('sie', 'ich')",1
"('ich', 'zähle')",1
"('zähle', 'sie')",1
"('dann', 'zähle')",1
"('zähle', 'ich')",1
"('wieder', 'sagte')",1
"('geschäftsmann', 'das')",1
"('schwierig', 'aber')",1
"('mann', 'der')",1
"('zufrieden', 'ich')",1
"('besitze', 'einen')",1
"('einen', 'schal')",1
"('schal', 'den')",1
"('den', 'kann')",1
"('mir', 'um')",1
"('hals', 'binden')",1
"('binden', 'und')",1
"('mitnehmen', 'wenn')",1
"('wenn', 'mir')",1
"('blume', 'gehört')",1
"('gehört', 'kann')",1
"('sie', 'pflücken')",1
"('pflücken', 'und')",1
"('mitnehmen', 'aber')",1
"('kannst', 'die')",1
"('ja', 'nicht')",1
"('nicht', 'pflücken')",1
"('pflücken', 'nein')",1
"('sie', 'auf')",1
"('die', 'bank')",1
"('bank', 'bringen')",1
"('bringen', 'was')",1
"('was', 'soll')",1
"('das', 'heißen')",1
"('heißen', 'das')",1
"('bedeutet', 'ich')",1
"('ich', 'schreibe')",1
"('schreibe', 'die')",1
"('die', 'anzahl')",1
"('anzahl', 'der')",1
"('sterne', 'auf')",1
"('kleinen', 'zettel')",1
"('zettel', 'und')",1
"('und', 'diesen')",1
"('diesen', 'zettel')",1
"('zettel', 'verschließe')",1
"('verschließe', 'ich')",1
"('ich', 'dann')",1
"('dann', 'in')",1
"('einer', 'schublade')",1
"('schublade', 'das')",1
"('alles', 'das')",1
"('schon', 'das')",1
"('ist', 'witzig')",1
"('witzig', 'dachte')",1
"('dachte', 'der')",1
"('es', 'klingt')",1
"('klingt', 'fast')",1
"('fast', 'poetisch')",1
"('poetisch', 'aber')",1
